Frequency - Plot 0	Phase - Plot 0	
8100,15	-0,5619	
8100,15	-0,465149	
8199,98	-0,566797	
8199,98	-0,591589	
8199,99	-0,421884	
8300,01	-0,446335	
8300,01	-0,519039	
8300,01	-0,433763	
8300,01	-0,449003	
8400,04	-0,538082	
8400,04	-0,454906	
8400,04	-0,47656	
8500,06	-0,475683	
8500,06	-0,488029	
8500,06	-0,350123	
8600,08	-0,359677	
8600,08	-0,535156	
8600,08	-0,556413	
8600,08	-0,42309	
8700,11	-0,523355	
8700,11	-0,444726	
8700,11	-0,405462	
8800,14	-0,443981	
8800,14	-0,499252	
8800,13	-0,422111	
8900,16	-0,458958	
8900,16	-0,425334	
8900,16	-0,361367	
8900,16	-0,529198	
9000	-0,405786	
9000	-0,405373	
9000	-0,396211	
9100,02	-0,471282	
9100,02	-0,436517	
9100,02	-0,44	
9124,14	-47,5659	
9200,05	-0,44731	
9200,05	-0,399122	
9200,05	-0,398651	
9300,07	-0,491004	
9300,08	-0,456963	
9300,07	-0,440502	
9400,09	-0,386983	
9400,09	-0,375387	
9400,09	-0,451708	
9500,12	-0,204374	
9500,12	-0,499063	
9500,12	-0,394586	
9500,12	-0,420549	
9600,15	-0,376804	
9600,14	-0,281068	
9600,15	-0,401437	
9699,98	-0,483091	
9699,99	-0,553954	
9699,99	-0,395727	
9749,79	-92,041	
9800,01	-0,360672	
9800,01	-0,451383	
9800,01	-0,322219	
9900,03	-0,467882	
9900,04	-0,312367	
9900,04	-0,318586	
10000,1	-0,421238	
10000,1	-0,295891	
10000,1	-0,550897	
10100,1	-0,276614	
10100,1	-0,313411	
10100,1	-0,394452	
10100,1	-0,507797	
10200,1	-0,265139	
10200,1	-0,461994	
10200,1	-0,349691	
10300,1	-0,302275	
10300,1	-0,367907	
10300,1	-0,370719	
10400,2	-0,398792	
10400,2	-0,320449	
10400,2	-0,385836	
10400,2	-0,339701	
10500	-0,344087	
10500	-0,365773	
10500	-0,474702	
10600	-0,343276	
10600	-0,416039	
10600	-0,298562	
10700	-0,302254	
10700	-0,300925	
10700	-0,44604	
10700	-0,446151	
10800,1	-0,34004	
10800,1	-0,456997	
10800,1	-0,291934	
10900,1	-0,291204	
10900,1	-0,177787	
10900,1	-0,337667	
11000,1	-0,22167	
11000,1	-0,339095	
11000,1	-0,430251	
11000,1	-0,433575	
11100,1	-0,160863	
11100,1	-0,267853	
11100,1	-0,174159	
11200,2	-0,166183	
11200,2	-0,221503	
11200,2	-0,323171	
11300	-0,255628	
11300	-0,222943	
11300	-0,420271	
11300	-0,113546	
11400	-0,270343	
11400	-0,279668	
11400	-0,37274	
11500,1	-0,110098	
11500,1	-0,277174	
11500,1	-0,325544	
11600,1	-0,22406	
11600,1	-0,39082	
11600,1	-0,237849	
11600,1	-0,404328	
11700,1	-0,203991	
11700,1	-0,251742	
11700,1	-0,3164	
11800,1	-0,422827	
11800,1	-0,273909	
11800,1	-0,384884	
11900,2	-0,297227	
11900,2	-0,288126	
11900,2	-0,257579	
11900,2	-0,212875	
12000,2	-0,305808	
12000,2	-0,273632	
12000,2	-0,374113	
12100	-0,137317	
12100	-0,179016	
12100	-0,258951	
12200	-0,170319	
12200	-0,295692	
12200	-0,148111	
12200	-0,30315	
12300,1	-0,338992	
12300,1	-0,172267	
12300,1	-0,25289	
12400,1	-0,115664	
12400,1	-0,150773	
12400,1	-0,106889	
12500,1	-0,129489	
12500,1	-0,23351	
12500,1	-0,234147	
12500,1	-0,254641	
12600,1	-0,137684	
12600,1	-0,09547	
12600,1	-0,36543	
12700,2	-0,146975	
12700,2	-0,163948	
12700,2	-0,154063	
12800	-0,280842	
12800	-0,151239	
12800	-0,254948	
12800	-0,247191	
12900	-0,286673	
12900	-0,103811	
12900	-0,31602	
13000,1	-0,122383	
13000,1	-0,105655	
13000,1	-0,239166	
13100,1	-0,131101	
13100,1	-0,146775	
13100,1	-0,00387666	
13100,1	-0,329712	
13200,1	-0,0217928	
