Frequency - Plot 0	Phase - Plot 0	
11800,1	18,3839	
11900,2	18,6079	
11900,2	18,5849	
11900,2	18,5721	
12000,2	18,7295	
12000,2	18,7393	
12000,2	18,6402	
12000,2	18,6881	
12100	19,0258	
12100	18,9186	
12100	18,9237	
12200,1	18,9435	
12200	18,8981	
12200	19,0412	
12300,1	19,1972	
12300,1	19,2044	
12300,1	19,1752	
12300,1	19,1635	
12400,1	19,4041	
12400,1	19,3937	
12400,1	19,4856	
12500,1	19,6245	
12500,1	19,4587	
12500,1	19,4698	
12600,1	19,6885	
12600,1	19,7887	
12600,1	19,6687	
12600,1	19,6975	
12700,2	19,9719	
12700,2	19,9322	
12700,2	19,7095	
12800	20,164	
12800	20,2415	
12800	19,8595	
12900	20,1447	
12900	20,2846	
12900	20,1252	
12900	20,2966	
13000,1	20,2672	
13000,1	20,3476	
13000,1	20,4374	
13100,1	20,575	
13100,1	20,4827	
13100,1	20,4356	
13200,1	20,8224	
13200,1	20,5255	
13200,1	20,7379	
13200,1	20,6725	
13300,1	20,9625	
13300,1	20,7588	
13300,1	20,8866	
13400,2	21,0574	
13400,2	20,9468	
13400,2	21,0541	
13500,2	21,0908	
13500,2	21,0343	
13500,2	21,1257	
13500,2	21,208	
13600	21,4222	
13600	21,6064	
13600	21,3035	
13700	21,4132	
13700	21,3595	
13700	21,4439	
13800,1	21,7441	
13800,1	21,7389	
13800,1	21,702	
13800,1	21,6911	
13900,1	21,783	
13900,1	21,8523	
13900,1	21,9707	
14000,1	21,8646	
14000,1	21,8577	
14000,1	22,0877	
14100,1	22,217	
14100,1	22,1436	
14100,1	22,0218	
14100,1	22,1797	
14200,2	22,2627	
14200,2	22,2767	
14200,2	22,2371	
14300,2	22,533	
14300,2	22,5975	
14300,2	22,6665	
14400	22,5563	
14400	22,6364	
14400	22,5062	
14400	22,557	
